Unnamed: 0,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),VMN (mV),IAB (mA),Coef. k (m),Stack,Name,Date,Gapfiller,Time_fixed,x_mapped,y_mapped,Matched
,Mixed / non conventional,38.0,32.0,26.0,44.0,1.24,0.0,-77.34,2357.494,-37.7,0,,1/28/2024 5:26:36 PM,0,1900-01-01 17:26:36,478693.0314,3617314.073,1
,Mixed / non conventional,38.0,32.0,42.5,26.0,1.21,0.0,95.358,2357.494,29.87,0,,1/28/2024 5:26:36 PM,0,1900-01-01 17:26:36,,,0
,Mixed / non conventional,38.0,32.0,27.5,42.5,1.17,0.0,-111.152,2357.494,-24.74,0,,1/28/2024 5:26:36 PM,0,1900-01-01 17:26:36,,,0
,Mixed / non conventional,38.0,32.0,41.0,27.5,1.12,0.0,147.1,2357.494,17.99,0,,1/28/2024 5:26:36 PM,0,1900-01-01 17:26:36,,,0
,Mixed / non conventional,38.0,32.0,29.0,41.0,1.06,0.0,-176.786,2357.494,-14.14,0,,1/28/2024 5:26:36 PM,0,1900-01-01 17:26:36,,,0
,Mixed / non conventional,38.0,32.0,33.5,36.5,0.74,0.0,-246.658,2357.494,-7.07,0,,1/28/2024 5:26:36 PM,0,1900-01-01 17:26:36,,,0
,Mixed / non conventional,38.0,32.0,30.5,39.5,0.8,0.0,-319.16,2357.494,-5.89,0,,1/28/2024 5:26:36 PM,0,1900-01-01 17:26:36,,,0
,Mixed / non conventional,38.0,32.0,36.5,30.5,0.71,0.0,260.938,2357.494,6.43,0,,1/28/2024 5:26:36 PM,0,1900-01-01 17:26:36,,,0
,Mixed / non conventional,38.0,32.0,35.0,33.5,0.84,0.0,140.586,2357.494,14.14,0,,1/28/2024 5:26:36 PM,0,1900-01-01 17:26:36,,,0
,Mixed / non conventional,38.0,32.0,39.5,29.0,0.88,0.0,250.587,2357.494,8.32,0,,1/28/2024 5:26:36 PM,0,1900-01-01 17:26:36,,,0
